circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Munderi BO,273151,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.093736,83.736515
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Narayanpur BO,273151,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,20.108252,81.385406
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Kamharia Buzurg BO,273309,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.299056,83.331824
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Mudila BO,273162,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,26.260886,83.399105
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Semra Maharaj BO,273162,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.260858,83.399185
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Shaildah BO,273162,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.263052,83.383103
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Bhagirath Pur BO,273162,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.260886,83.383103
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Khorabar BO,273010,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.707054,83.44568
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Belwa Khurd BO,273303,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.230501,83.144327
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Khajuria BO,273303,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,NA,NA
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Uska BO,273303,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.074289,83.531007
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Badhara Mir BO,273207,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.144604,83.562174
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Madhubani BO,273207,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,23.56741,83.07154
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Pipra Bazar BO,273207,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.13189,83.370925
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Senduria BO,273207,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,40.078125,72.192614
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Sonbarsa BO,273207,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.144604,83.562174
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Karamahwa BO,273164,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.44127,83.415546
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Khoria Bazar BO,273164,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.422376,83.427459
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Naikot BO,273164,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.335129,83.382194
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Ledi BO,273304,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.331054,83.7623309
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Jungle Dhushar BO,273014,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.794749,83.431646
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Jungle Tulshiram BO,273014,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.760872,83.403666
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Maula Ganj BO,273310,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,27.071223,83.451016
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Basahia Buzurg BO,273301,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,26.969489,83.592098
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Dharmauli BO,273301,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,26.968271,83.601581
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Jaddupipra BO,273301,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,26.968271,83.601581
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Fardahani BO,273165,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.3947387,83.289691
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Jangle Agahi BO,273165,BO,Delivery,GORAKHPUR,UTTAR PRADESH,27.011078,83.356404
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Narakataha Bazar BO,273165,BO,Delivery,MAHARAJGANJ,UTTAR PRADESH,26.946539,83.315848
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Nawapar BO,273165,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.931258,83.298006
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Belakanta BO,273152,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.82935,83.529358
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Naiyapar Khurd BO,273152,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.82935,83.529358
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Patra Bazar BO,273152,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.827092,83.52701
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Basdila BO,273202,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.703616,83.569476
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Belwa Babu BO,273202,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.67578,83.546345
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Bhauwapar Bazar BO,273202,BO,Delivery,GORAKHPUR,UTTAR PRADESH,26.744068,83.45203
Uttar Pradesh Circle,Agra Region,Etah Division,Etah HO,207001,HO,Delivery,ETAH,UTTAR PRADESH,27.55841,78.656248
Uttar Pradesh Circle,Agra Region,Etawah Division,Auraiya HO,206122,HO,Delivery,AURAIYA,UTTAR PRADESH,26.4639575,79.5145534
Uttar Pradesh Circle,Agra Region,Jhansi Division,LALITPUR HO,284403,HO,Delivery,LALITPUR,UTTAR PRADESH,24.6879,78.412
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Mainpuri HO,205001,HO,Delivery,MAINPURI,UTTAR PRADESH,27.238,79.055436
Uttar Pradesh Circle,Agra Region,Mathura Division,Mathura HO,281001,HO,Delivery,MATHURA,UTTAR PRADESH,27.4761411,77.697072
Uttar Pradesh Circle,Varanasi Region,Ghazipur Division,Ghazipur HO,233001,HO,Delivery,GHAZIPUR,UTTAR PRADESH,25.5765,83.57319444
Uttar Pradesh Circle,Prayagraj Regional Office,Mirzapur Division,Mirzapur HO,231001,HO,Delivery,MIRZAPUR,UTTAR PRADESH,25.160135,82.59116
Uttar Pradesh Circle,Prayagraj Regional Office,Pratapgarh Division,Pratapgarh HO,230001,HO,Delivery,PRATAPGARH,UTTAR PRADESH,25.9222778,81.9896389
Uttar Pradesh Circle,Bareilly Region,Bijnor Division,Bijnor HO,246701,HO,Delivery,BIJNOR,UTTAR PRADESH,29.3732773,78.1355358
Uttar Pradesh Circle,Bareilly Region,Hardoi Division,Hardoi HO,241001,HO,Delivery,HARDOI,UTTAR PRADESH,27.3986944,80.1285
Uttar Pradesh Circle,Bareilly Region,Kheri Division,Kheri HO,262701,HO,Delivery,KHERI,UTTAR PRADESH,27.904987,80.792775
Uttar Pradesh Circle,Bareilly Region,Baghpat Division,Baraut HO,250611,HO,Delivery,BAGHPAT,UTTAR PRADESH,29.101900000000001,77.263499999999993
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Mau HO,275101,HO,Delivery,MAU,UTTAR PRADESH,25.9454152,83.5669856
Uttar Pradesh Circle,Gorakhpur Region,Basti Division,SIDDHARTH NAGAR H.O,272207,HO,Delivery,SIDDHARTH NAGAR,UTTAR PRADESH,27.2892,83.0831
Uttar Pradesh Circle,Kanpur Region,Banda Division,Banda HO,210001,HO,Delivery,BANDA,UTTAR PRADESH,25.4771667,80.3368056
Uttar Pradesh Circle,Lucknow  HQ Region,Faizabad Division,Faizabad HO,224001,HO,Delivery,AYODHYA,UTTAR PRADESH,26.7786111,82.1345556
Uttar Pradesh Circle,Agra Region,Agra Division,Etmadpur,283202,PO,Delivery,AGRA,UTTAR PRADESH,27.232,78.196
Uttar Pradesh Circle,Agra Region,Agra Division,Fatehabad Bazar,283111,PO,Non Delivery,AGRA,UTTAR PRADESH,27,78
Uttar Pradesh Circle,Agra Region,Agra Division,Foundary Nagar,282006,PO,Non Delivery,AGRA,UTTAR PRADESH,27,78
Uttar Pradesh Circle,Agra Region,Agra Division,KH SANSTHAN SO,282005,PO,Non Delivery,AGRA,UTTAR PRADESH,27.2180899,77.9925588
Uttar Pradesh Circle,Agra Region,Agra Division,NEW AGRA,282005,PO,Non Delivery,AGRA,UTTAR PRADESH,27.213456,78.0082671
Uttar Pradesh Circle,Agra Region,Agra Division,PINAHAT,283123,PO,Delivery,AGRA,UTTAR PRADESH,26.8869454,78.3757073
Uttar Pradesh Circle,Agra Region,Agra Division,SIKANDRA SO,282007,PO,Delivery,AGRA,UTTAR PRADESH,27,78
Uttar Pradesh Circle,Agra Region,Agra Division,BV Bichpuri SO,283105,PO,Delivery,AGRA,UTTAR PRADESH,27.1732425,77.8961251
Uttar Pradesh Circle,Agra Region,Agra Division,COD SO,282009,PO,Delivery,AGRA,UTTAR PRADESH,27.045745,78.004582
Uttar Pradesh Circle,Agra Region,Agra Division,JAGNER SO,283115,PO,Delivery,AGRA,UTTAR PRADESH,26.8615961,77.6048469
Uttar Pradesh Circle,Agra Region,Agra Division,LOHAMANDI SO,282002,PO,Non Delivery,AGRA,UTTAR PRADESH,27.1896549,77.9916944
Uttar Pradesh Circle,Agra Region,Agra Division,RBS COLLEGE SO,282002,PO,Non Delivery,AGRA,UTTAR PRADESH,27,78
Uttar Pradesh Circle,Agra Region,Agra Division,RAKABGANJ SO,282001,PO,Non Delivery,AGRA,UTTAR PRADESH,27,78
Uttar Pradesh Circle,Agra Region,Agra Division,SAIYAN  SO,283124,PO,Delivery,AGRA,UTTAR PRADESH,27,78
Uttar Pradesh Circle,Agra Region,Agra Division,TP NAGAR SO,282002,PO,Non Delivery,AGRA,UTTAR PRADESH,27,78
Uttar Pradesh Circle,Agra Region,Agra Division,TAJGANJ SO,282001,PO,Non Delivery,AGRA,UTTAR PRADESH,27,78
Uttar Pradesh Circle,Agra Region,Agra Division,15 Bn PAC,282001,PO,Non Delivery,AGRA,UTTAR PRADESH,27.1642267,78.0339381
Uttar Pradesh Circle,Agra Region,Aligarh Division,Akrabad S.O,202121,PO,Delivery,ALIGARH,UTTAR PRADESH,27.4819,78.1615
Uttar Pradesh Circle,Agra Region,Aligarh Division,Bannadevi S.O,202001,PO,Non Delivery,ALIGARH,UTTAR PRADESH,27.8935,78.06402778
Uttar Pradesh Circle,Agra Region,Aligarh Division,Bijaigarh S.O,202170,PO,Delivery,ALIGARH,UTTAR PRADESH,27.71941667,78.22541667
Uttar Pradesh Circle,Agra Region,Aligarh Division,Dadon SO,202133,PO,Delivery,ALIGARH,UTTAR PRADESH,27.9502222,78.4671944
Uttar Pradesh Circle,Agra Region,Aligarh Division,Delhi Gate SO Aligarh,202001,PO,Non Delivery,ALIGARH,UTTAR PRADESH,28.6411903,77.2405826
Uttar Pradesh Circle,Agra Region,Aligarh Division,Dodhpur SO,202001,PO,Non Delivery,ALIGARH,UTTAR PRADESH,27.9062,78.0852
Uttar Pradesh Circle,Agra Region,Aligarh Division,Gabhana SO,202136,PO,Delivery,ALIGARH,UTTAR PRADESH,28.0470556,77.9624444
Uttar Pradesh Circle,Agra Region,Aligarh Division,Gonda SO,202123,PO,Delivery,ALIGARH,UTTAR PRADESH,27.8299444,77.8792778
Uttar Pradesh Circle,Agra Region,Aligarh Division,Hasayan SO,204212,PO,Delivery,HATHRAS,UTTAR PRADESH,27.3554,78.1546
Uttar Pradesh Circle,Agra Region,Aligarh Division,Hathras City SO,204101,PO,Non Delivery,HATHRAS,UTTAR PRADESH,27.5935556,78.0498333
Uttar Pradesh Circle,Agra Region,Aligarh Division,I A Hathras SO,204101,PO,Non Delivery,HATHRAS,UTTAR PRADESH,27.5820278,77.9811944
Uttar Pradesh Circle,Agra Region,Aligarh Division,Iglas SO,202124,PO,Delivery,ALIGARH,UTTAR PRADESH,27.7120278,77.9381111
Uttar Pradesh Circle,Agra Region,Aligarh Division,J D Singh SO,202281,PO,Delivery,ALIGARH,UTTAR PRADESH,27.5201,78.032
Uttar Pradesh Circle,Agra Region,Aligarh Division,K G W Sasni SO,202139,PO,Delivery,HATHRAS,UTTAR PRADESH,27.70975,78.1343056
Uttar Pradesh Circle,Agra Region,Aligarh Division,Mahavir Ganj SO,202001,PO,Non Delivery,ALIGARH,UTTAR PRADESH,27.8851389,78.0673611
Uttar Pradesh Circle,Agra Region,Aligarh Division,Malviya Nagar SO Aligarh,202282,PO,Delivery,ALIGARH,UTTAR PRADESH,27.9001111,78.0728333
Uttar Pradesh Circle,Agra Region,Aligarh Division,Mangalayatan University SO,202146,PO,Delivery,ALIGARH,UTTAR PRADESH,27.9001111,78.0728333
Uttar Pradesh Circle,Agra Region,Aligarh Division,Ramghat Road SO,202001,PO,Non Delivery,ALIGARH,UTTAR PRADESH,27.8883333,78.0785278
Uttar Pradesh Circle,Agra Region,Aligarh Division,Subhash Road SO Aligarh,202001,PO,Non Delivery,ALIGARH,UTTAR PRADESH,27.8909312,78.0786578
Uttar Pradesh Circle,Agra Region,Bulandshahar Division,AgSchool SO,203002,PO,Delivery,BULANDSHAHR,UTTAR PRADESH,28.3893331,77.8331113
Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Deputy  Ganj  Bulandshahr SO,203001,PO,Non Delivery,BULANDSHAHR,UTTAR PRADESH,28.4081616,77.8587126
Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Jahangirabad Mandi SO,203394,PO,Non Delivery,BULANDSHAHR,UTTAR PRADESH,23.2512532,77.4153971
Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Lakhaoti SO,203407,PO,Delivery,BULANDSHAHR,UTTAR PRADESH,28.2736,77.5555
Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Karora SO,203129,PO,Delivery,BULANDSHAHR,UTTAR PRADESH,28.2073524,77.9632832
Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Khurja  Jn  RS SO,203132,PO,Delivery,BULANDSHAHR,UTTAR PRADESH,28.2123925,77.8186082
Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Pahasu SO,203396,PO,Delivery,BULANDSHAHR,UTTAR PRADESH,28.170814,78.0616486
Uttar Pradesh Circle,Lucknow  HQ Region,Gautam Buddha Nagar Division office,Thora SO,203155,PO,Delivery,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,28.1418407,77.6403089
Uttar Pradesh Circle,Agra Region,Etah Division,Aliganj SO Etah,207247,PO,Delivery,ETAH,UTTAR PRADESH,27.49626112,79.17162564
Uttar Pradesh Circle,Agra Region,Etah Division,Amanpur SO,207241,PO,Delivery,ETAH,UTTAR PRADESH,27.708815217624828,78.73985972619977
Uttar Pradesh Circle,Agra Region,Etah Division,Jalesar SO,207302,PO,Delivery,ETAH,UTTAR PRADESH,27.47303702544199,78.29949442
Uttar Pradesh Circle,Agra Region,Etah Division,Kasganj RS SO,207123,PO,Non Delivery,Kasganj,UTTAR PRADESH,27.8,78.64
Uttar Pradesh Circle,Agra Region,Etah Division,Sakeet SO,207121,PO,Delivery,ETAH,UTTAR PRADESH,27.434071007483098,78.77894392703004
Uttar Pradesh Circle,Agra Region,Etawah Division,Airwa Katra SO,206252,PO,Delivery,AURAIYA,UTTAR PRADESH,26.8966595,79.4205093
Uttar Pradesh Circle,Agra Region,Etawah Division,Dibiapur SO,206244,PO,Delivery,AURAIYA,UTTAR PRADESH,26.6318367,79.5536112
Uttar Pradesh Circle,Agra Region,Etawah Division,Harchandpur SO Auraiya,206250,PO,Delivery,AURAIYA,UTTAR PRADESH,26.7011435,79.5041322
Uttar Pradesh Circle,Agra Region,Etawah Division,Kanchausi Bazar SO,206246,PO,Delivery,AURAIYA,UTTAR PRADESH,26.5981785,79.6356654
Uttar Pradesh Circle,Agra Region,Etawah Division,Malhosi SO,206255,PO,Delivery,AURAIYA,UTTAR PRADESH,26.798732,79.6719616
Uttar Pradesh Circle,Agra Region,Etawah Division,Nevilganj SO,206241,PO,Non Delivery,AURAIYA,UTTAR PRADESH,26.7160285,79.4112186
Uttar Pradesh Circle,Agra Region,Etawah Division,Ashok Nagar SO Etawah,206001,PO,Non Delivery,ETAWAH,UTTAR PRADESH,26.7923943,79.0383589
Uttar Pradesh Circle,Agra Region,Etawah Division,Bakewar SO,206124,PO,Delivery,ETAWAH,UTTAR PRADESH,26.6653333,79.1724722
Uttar Pradesh Circle,Agra Region,Etawah Division,Baralokpur SO,206123,PO,Delivery,ETAWAH,UTTAR PRADESH,26.9262233,79.1717839
Uttar Pradesh Circle,Agra Region,Etawah Division,Satyawadi Etawah SO,206001,PO,Non Delivery,ETAWAH,UTTAR PRADESH,26.769783,79.0159168
Uttar Pradesh Circle,Agra Region,Jhansi Division,Babina Town SO,284401,PO,Non Delivery,JHANSI,UTTAR PRADESH,24.1455,78.2759
Uttar Pradesh Circle,Agra Region,Jhansi Division,Baragaon SO Jhansi,284121,PO,Delivery,JHANSI,UTTAR PRADESH,25.4407778,78.5765556
Uttar Pradesh Circle,Agra Region,Jhansi Division,Mlb Medical College SO,284128,PO,Delivery,JHANSI,UTTAR PRADESH,25.4635,78.6185
Uttar Pradesh Circle,Agra Region,Jhansi Division,Raksa SO,284419,PO,Delivery,JHANSI,UTTAR PRADESH,25.2814,78.3229
Uttar Pradesh Circle,Agra Region,Jhansi Division,Ranipur SO Jhansi,284205,PO,Delivery,JHANSI,UTTAR PRADESH,25.4407778,78.5765556
Uttar Pradesh Circle,Agra Region,Jhansi Division,Banpur SO Lalitpur,284402,PO,Delivery,LALITPUR,UTTAR PRADESH,24.6923056,78.4200556
Uttar Pradesh Circle,Agra Region,Jhansi Division,Bansi SO Lalitpur,284122,PO,Delivery,LALITPUR,UTTAR PRADESH,24.6923056,78.4200556
Uttar Pradesh Circle,Agra Region,Jhansi Division,Katra Bazar Lalitpur SO,284403,PO,Non Delivery,LALITPUR,UTTAR PRADESH,24.4413,78.4947
Uttar Pradesh Circle,Agra Region,Jhansi Division,Dakore SO,285122,PO,Delivery,JALAUN,UTTAR PRADESH,26.1901,82.0135
Uttar Pradesh Circle,Agra Region,Jhansi Division,Jalaun SO,285123,PO,Delivery,JALAUN,UTTAR PRADESH,26.137734,79.3347924
Uttar Pradesh Circle,Agra Region,Jhansi Division,Konch Bazariya SO,285205,PO,Non Delivery,JALAUN,UTTAR PRADESH,25.9935,79.1470833
Uttar Pradesh Circle,Agra Region,Jhansi Division,Rampura SO Jalaun,285127,PO,Delivery,JALAUN,UTTAR PRADESH,25.9836667,79.4515556
Uttar Pradesh Circle,Agra Region,Jhansi Division,Umri SO Jalaun,285129,PO,Delivery,JALAUN,UTTAR PRADESH,25.9836667,79.4515556
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Jasrana SO,283136,PO,Delivery,FIROZABAD,UTTAR PRADESH,27.2369167,78.6507222
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Makkhanpur SO,283145,PO,Delivery,FIROZABAD,UTTAR PRADESH,27.1233611,78.4815278
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Oef  Firozabad SO,283103,PO,Delivery,FIROZABAD,UTTAR PRADESH,27.20925,78.3043056
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Phariha SO,283207,PO,Delivery,FIROZABAD,UTTAR PRADESH,27.1916,78.2823
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Shikohabad RS SO,283141,PO,Delivery,FIROZABAD,UTTAR PRADESH,27.0871944,78.5762778
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Tundla SO,283204,PO,Delivery,FIROZABAD,UTTAR PRADESH,27.2086944,78.2335
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Ajitganj SO,205247,PO,Delivery,MAINPURI,UTTAR PRADESH,27.1993333,79.0939722
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Awadh Nagar SO,205001,PO,Non Delivery,MAINPURI,UTTAR PRADESH,27.2218611,79.0364444
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Jeonti SO,205263,PO,Delivery,MAINPURI,UTTAR PRADESH,27.1153,79.0154
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Kurra SO,205268,PO,Delivery,MAINPURI,UTTAR PRADESH,27.012355,78.1021354
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Naya Bazar Bhongaon SO,205262,PO,Non Delivery,MAINPURI,UTTAR PRADESH,27.2534444,79.1833611
Uttar Pradesh Circle,Agra Region,Mathura Division,Aring SO,281501,PO,Delivery,MATHURA,UTTAR PRADESH,27.48139,77.52306
Uttar Pradesh Circle,Agra Region,Mathura Division,Bharatpur Darwaza SO,281001,PO,Non Delivery,MATHURA,UTTAR PRADESH,27.50861,77.67
Uttar Pradesh Circle,Agra Region,Mathura Division,Jugasana SO,281308,PO,Delivery,MATHURA,UTTAR PRADESH,27.606637,78.054192
Uttar Pradesh Circle,Agra Region,Mathura Division,Lal Darwaza SO Mathura,281001,PO,Non Delivery,MATHURA,UTTAR PRADESH,27.47,77.69
Uttar Pradesh Circle,Agra Region,Mathura Division,Leela Dham SO,281121,PO,Non Delivery,MATHURA,UTTAR PRADESH,27.2932,77.4024
Uttar Pradesh Circle,Agra Region,Mathura Division,Mathura Chawk SO,281001,PO,Non Delivery,MATHURA,UTTAR PRADESH,27.3021,77.4051
Uttar Pradesh Circle,Agra Region,Mathura Division,Roberts Line SO Mathura,281001,PO,Non Delivery,MATHURA,UTTAR PRADESH,27.47,77.69
Uttar Pradesh Circle,Agra Region,Mathura Division,Shergarh SO Mathura,281404,PO,Delivery,MATHURA,UTTAR PRADESH,27.4761944,77.6969444
Uttar Pradesh Circle,Agra Region,Mathura Division,Sri Krishna Janam Sthan SO,281001,PO,Non Delivery,MATHURA,UTTAR PRADESH,27.50361,77.66917
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Bahadurganj SO Allahabad,211003,PO,Non Delivery,PRAYAGRAJ,UTTAR PRADESH,25.43776,81.84107
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Begumsarai SO,211011,PO,Non Delivery,PRAYAGRAJ,UTTAR PRADESH,25.45113,81.76288
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Daranagar SO Allahabad,212204,PO,Delivery,KAUSHAMBI,UTTAR PRADESH,25.6797,81.35232
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Jasra SO,212107,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.28169,81.77665
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Mahgaon SO,212213,PO,Delivery,KAUSHAMBI,UTTAR PRADESH,25.51265,81.61036
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Manauri AF SO,212212,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.4717,81.66515
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Manauri SO,212208,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.47519,81.66131
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Sarai Akil SO,212216,PO,Delivery,KAUSHAMBI,UTTAR PRADESH,25.37749,81.50889
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Sirathu SO,212217,PO,Delivery,KAUSHAMBI,UTTAR PRADESH,25.64406,81.32069
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Sirsa SO,212305,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.2585,82.09246
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Subedarganj SO,211015,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.44064,81.78777
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,T S L SO,211010,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.37923,81.87964
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Tilhapur SO,212218,PO,Delivery,KAUSHAMBI,UTTAR PRADESH,25.33734,81.57747
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Cavellary Lines SO,211004,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.49444,81.86133
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,George Town SO,211002,PO,Non Delivery,PRAYAGRAJ,UTTAR PRADESH,25.45185,81.85515
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Hanumanganj SO,221505,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.48316,81.9787
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Indian Press SO,211002,PO,Non Delivery,PRAYAGRAJ,UTTAR PRADESH,25.45765,81.85423
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Jhunsi SO,211019,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.42902,81.91397
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Lalgopal Ganj SO,229413,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.63684,81.62406
Uttar Pradesh Circle,Prayagraj Regional Office,Prayagraj Division,Sikandra SO,212109,PO,Delivery,PRAYAGRAJ,UTTAR PRADESH,25.58736,81.97257
Uttar Pradesh Circle,Varanasi Region,Ghazipur Division,BARACHAWAR SO,233229,PO,Delivery,GHAZIPUR,UTTAR PRADESH,25.76269444,83.69058333
Uttar Pradesh Circle,Varanasi Region,Ghazipur Division,Mardah SO,233226,PO,Delivery,GHAZIPUR,UTTAR PRADESH,25.8047778,83.5541389
Uttar Pradesh Circle,Varanasi Region,Ghazipur Division,Markeenganj SO,233001,PO,Non Delivery,GHAZIPUR,UTTAR PRADESH,25.5835833,83.5920833
Uttar Pradesh Circle,Varanasi Region,Ghazipur Division,Mohammadabad Yusufpur SO,233227,PO,Delivery,GHAZIPUR,UTTAR PRADESH,25.6225833,83.757
Uttar Pradesh Circle,Varanasi Region,Ghazipur Division,Nonhara SO,233303,PO,Delivery,GHAZIPUR,UTTAR PRADESH,25.6145,83.6095
Uttar Pradesh Circle,Varanasi Region,Ghazipur Division,Satramganj Bazar SO,232333,PO,Delivery,GHAZIPUR,UTTAR PRADESH,25.4567222,83.7373889
Uttar Pradesh Circle,Varanasi Region,Ghazipur Division,Subhashnagar SO Ghazipur,233001,PO,Non Delivery,GHAZIPUR,UTTAR PRADESH,NA,NA
Uttar Pradesh Circle,Varanasi Region,Jaunpur Division,Baderi SO,222127,PO,Delivery,JAUNPUR,UTTAR PRADESH,25.642,82.4910833
Uttar Pradesh Circle,Varanasi Region,Jaunpur Division,Chandwak SO,222129,PO,Delivery,JAUNPUR,UTTAR PRADESH,25.5919444,82.9983611
Uttar Pradesh Circle,Varanasi Region,Jaunpur Division,Collectrate Compound SO,222002,PO,Non Delivery,JAUNPUR,UTTAR PRADESH,25.7358889,82.6933889
