brand,name,sku,uom,hsn,parent_group
Whirlpool,W/P Ref 200 Gen Cl Pl 1S Wine 73534,,no.,,Direct Cool
Whirlpool,W/P Ref 200 IMPC Pr 1S P.Gloria 72494,,no.,,Direct Cool
Whirlpool,W/P Ref 200 IMPC Pr 1S S.Gloria 72476,,no.,,Direct Cool
Whirlpool,W/P Ref 200 IMPC Pr 1S S.Gloria 73531,,no.,,Direct Cool
Whirlpool,W/P Ref 200 IMPC Pr 1S S Spring 73503,,no.,,Direct Cool
Whirlpool,W/P Ref 200 IMPC Pr 1S W Gloria 72477,,no.,,Direct Cool
Whirlpool,W/P Ref 200 IMPC Pr 1S W Gloria 73532,,no.,,Direct Cool
Whirlpool,W/P Ref 200 IMPC Pr 1S W.Rosely 73417,,no.,,Direct Cool
Whirlpool,W/P Ref 200 IMPC Pr 2S W.Rosely 73498,,no.,,Direct Cool
Whirlpool,W/P Ref 200 IMPC Pr 2S W Spring 73513,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 1S S.Rosely 73199,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 1S W.Rosely 73198,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 1S W.Spring 73360,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 2S S.Belita 73212,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 2S Titan Stl,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 2S Titan Stl 73191,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 2S W.Belita 73213,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 2S W Spring 73508,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 3S Lumina Steel 72511,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 3S Sap Serena 73217,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Pr 3S Wine Serena 73216,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Roy 2S S.Belita 73214,,no.,,Direct Cool
Whirlpool,W/P Ref 205 IMPC Roy 2S W Belita 73215,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 2S S.Mulia 73185,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 2S Wine Bloom 72528,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 2S W.Mulia 72961,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 3S S.Enchant 73377,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 3S S Fl Rain 72536,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 3S S.Mulia 72816,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 3S W Enchant 73376,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 3S W Fl Rain 72535,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 3S W Mulia 72815,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 5S Inv S Enchant 73381,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Pr 5S Inv W Enchant 73380,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Roy 3S S Enchant 73379,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Roy 3S S.Fl Rain 72540,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Roy 3S W Fl Rain 72539,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Roy 3S W Inchant 73378,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPC Roy 3S W.Mulia 72817,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO GD Pr 3S N.Bl.73220,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO GD Pr 3S Silvia 73221,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO GD Pr 5S Inv G.Dust 73273,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 3S C.Illusia 72568,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 3S Neo Dutch 73050,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 3S P.Peony 72884,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 3S S.Forest 72467,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 3S S.Peony 72883,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 3S W For 72466,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 3S W.Peony 72882,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 5S Inv Cool Ill.72590,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 5S Inv Neo Dutch 73106,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 5S Inv S.Silk 73161,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Pr 5S Inv W.Silk 73160,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Roy 3S Cool Illu 72572,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Roy 3S S.Peony 72886,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Roy 3S W.Peony 72885,,no.,,Direct Cool
Whirlpool,W/P Ref 215 IMPRO Roy 5S Inv Neo Dutch 73107,,no.,,Direct Cool
Whirlpool,W/P Ref 215 VMPRO Pr 3S Alpha St 73131,,no.,,Direct Cool
Whirlpool,W/P Ref 215 VMPRO Pr 3S Aura Steel 73490,,no.,,Direct Cool
Whirlpool,W/P Ref 215 VMPRO Pr 3S S Silk 73429,,no.,,Direct Cool
Whirlpool,W/P Ref 215 VMPRO Pr 3S W Dafne 73129,,no.,,Direct Cool
Whirlpool,W/P Ref 215 VMPRO Pr 3S W Silk 73428,,no.,,Direct Cool
Whirlpool,W/P Ref 230 IMPRO GD Pr 3S Cry Bl 73306,,no.,,Direct Cool
Whirlpool,W/P Ref 230 IMPRO GD Pr 3S G Dust 73248,,no.,,Direct Cool
Whirlpool,W/P Ref 230 IMPRO Pr 3S A Steel 72615,,no.,,Direct Cool
Whirlpool,W/P Ref 230 IMPRO Pr 3S S.Mulia 72613,,no.,,Direct Cool
Whirlpool,W/P Ref 230 IMPRO Pr 3S S Peony 72948,,no.,,Direct Cool
Whirlpool,W/P Ref 230 IMPRO Pr 3S W.Mulia 72612,,no.,,Direct Cool
Whirlpool,W/P Ref 230 IMPRO Pr 3S W Peony 72947,,no.,,Direct Cool
Whirlpool,W/P Ref 230 IMPRO Roy 3S S Mulia 72617,,no.,,Direct Cool
Whirlpool,W/P Ref 230 IMPRO Roy 3S W Mulia 72616,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pl Pr 4S S.Breeze 73149,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pl Pr 4S W.Bre 73148,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pl Pr 5S Inv B Breeze 73153,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pl Pr 5S Inv W Breeze 73152,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pl Roy 4S S Breeze 73151,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pl Roy 4S W Breeze 73150,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pr 3S Al.St. 73115,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pr 3S S.Breeze 73157,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pr 3S W.Breeze 73156,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Pr 4S Al.St.73076,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Roy 3S Alpha Steel,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Roy 3S Al.St. 73116,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Roy 3S S Breeze 73159,,no.,,Direct Cool
Whirlpool,W/P Ref 260 IMPRO Roy 3S W.Breeze 73158,,no.,,Direct Cool
Whirlpool,W/P Ref 305 IMPRO Pl Pr 3S Al.St 72670,,no.,,Direct Cool
Whirlpool,W/P Ref 305 IMPRO Pl Pr 3S S Fl 72669,,no.,,Direct Cool
Whirlpool,W/P Ref 305 IMPRO Pl Pr 3S W Fl 72668,,no.,,Direct Cool
Whirlpool,W/P Ref FP 263D Protton Roy Alpha St 20807,,no.,,Frost Free
Whirlpool,W/P Ref FP 263D Protton Roy Art.Steel 22197,,no.,,Frost Free
Whirlpool,W/P Ref FP 263D Protton Roy Cool Ill.21314,,no.,,Frost Free
Whirlpool,W/P Ref FP 263D Protton Roy S Stream 21446,,no.,,Frost Free
Whirlpool,W/P Ref FP 263D Protton Roy St.Ony 21145,,no.,,Frost Free
Whirlpool,W/P Ref FP 283D Protton Roy Al.St.20812,,no.,,Frost Free
Whirlpool,W/P Ref FP 283D Protton Roy W Stream 21447,,no.,,Frost Free
Whirlpool,W/P Ref FP 343D Protton Roy Al.St.20817,,no.,,Frost Free
Whirlpool,W/P Ref IF INV CNV 355GD Cavestone 3S 22213,,no.,,Frost Free
Whirlpool,W/P Ref IF INV CNV 455 Al.St.21690,,no.,,Frost Free
Whirlpool,W/P Ref IF INV CNV 455 St.Onyx 21857,,no.,,Frost Free
Whirlpool,W/P Ref IF INV CNV 480 A.St.2S 21692,,no.,,Frost Free
Whirlpool,W/P Ref IF INV CNV 515 Al St 2S 21695,,no.,,Frost Free
Whirlpool,W/P Ref IF INV CNV 515 St. Onyx 2S 21861,,no.,,Frost Free
Whirlpool,W/P Ref IF INV CNV Platina 455 Al.St. 2S 21691,,no.,,Frost Free
Whirlpool,W/P Ref IF INV CNV Platina 515 Al.St. 2S 21694,,no.,,Frost Free
Whirlpool,W/P Ref IF INV ELT 305GD Cry.Bl 2S 21677,,no.,,Frost Free
Whirlpool,W/P Ref IF INV ELT 305GD Cry.Mir.2S 21778,,no.,,Frost Free
Whirlpool,W/P Ref IF INV ELT DF305 Radiant St 3S 22112,,no.,,Frost Free
Whirlpool,W/P Ref IF INV ELT DF355 Al.St.2S 21820,,no.,84181090,Frost Free
Whirlpool,W/P Ref IF INV ELT DF375 Om.St 3S 21936,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO BM INV CNV 340 Omega St 2S 21682,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO BM INV CNV 370 St Onyx 3S 21832,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO INV CNV 278 Bell Ep 2S 21759,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO INV CNV 278 Ill.St.2S 21669,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO INV CNV 278 W Silk 2S 22187,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO INV CNV 355 Ill.St.2S 21686,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO INV CNV 355 Tit St 3S 22209,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO INV CNV 355 W.Str.2S 21809,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO INV CNV 375 Ill.St.2S 21688,,no.,,Frost Free
Whirlpool,W/P Ref IFPRO INV CNV 375 Om.Bl.2S 21852,,no.,,Frost Free
Whirlpool,W/P Ref Neo 258LH Cl Pl Ath St 21662,,no.,,Frost Free
Whirlpool,W/P Ref Neo 258LH Cl Pl Ath St 2S 22078,,no.,,Frost Free
Whirlpool,W/P Ref Neo 258LH Cl Pl Mid Ath 1S 21705,,no.,,Frost Free
Whirlpool,W/P Ref Neo 258LH Cl Pl Pur Viola 2S 22086,,no.,,Frost Free
Whirlpool,W/P Ref Neo 258LH Cl Pl S Magnolia 2S 22085,,no.,,Frost Free
Whirlpool,W/P Ref Neo 258LH Cl Pl S Peony 2S 22077,,no.,,Frost Free
Whirlpool,W/P Ref Neo 258LH Cl Pl W Peony 2S 22076,,no.,,Frost Free
Whirlpool,W/P Ref Neo 278GD Pr Cry.Bl.2S 22052,,no.,,Frost Free
Whirlpool,W/P Ref Neo 278GD Pr Cry Mirror 2S 22053,,no.,,Frost Free
Whirlpool,W/P Ref Neo 278GD Pr Karigari 2S 22224,,no.,,Frost Free
Whirlpool,W/P Ref Neo 278GD Pr Skydive 2S 22055,,no.,84181090,Frost Free
Whirlpool,W/P Ref Neo 278GD Pr Swarna Ruby 2S 22223,,no.,,Frost Free
Whirlpool,W/P Ref Neo 278LH Pr S.Rose 2S 22130,,no.,,Frost Free
Whirlpool,W/P Ref Neo 278LH Pr W Rose 2S 22070,,no.,,Frost Free
Whirlpool,W/P Ref Neo DF305 Pr Ill.St.2S 22202,,no.,,Frost Free
Whirlpool,W/P Ref Neo DF305 Pr Titan St .2S 22203,,no.,,Frost Free
Whirlpool,W/P Ref Neo SP278 Pr Ath St 2S 22149,,no.,,Frost Free
Whirlpool,W/P Ref Neo SP278 Pr S Peony 2S 22132,,no.,,Frost Free
Whirlpool,WP SAC 3DCOOL 1.5T 3S INV EXP S5M2PB0 41484,,no.,,Whirlpool A.C.
Whirlpool,W/P W/M 360 BW Pro H 10 Grap.31688,,no.,,Automatic
Whirlpool,W/P W/M 360 BW Pro H 10 Inv Grap 31593,,no.,,Automatic
Whirlpool,W/P W/M 360 BW Pro H 8.5 Mid Grey 31671,,no.,,Automatic
Whirlpool,W/P W/M 360 BW Pro H 9.5 Grap 31331,,no.,,Automatic
Whirlpool,W/P W/M 360 BW Pro H 9 Mid Grey 31602,,no.,,Automatic
Whirlpool,W/P W/M Ace 7.0 Sup Coral Red 30330,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 7.0 Super Soak Wine,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 7.0 Sup Soak Grey 30299,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 7.0 Sup Soak Wine 30298,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 7.5 Sup Pl Coral Red 30346,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 7.5 Sup Soak,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 7.5 Sup Soak G Daz 30273,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 7.5 Sup Soak W Daz 30274,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 7.5 Trb Dry Max G Daz 30233,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 8.0 Sup Soak Cor Pur 30276,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 8.0 Sup Soak Cor Red 30275,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 8.5 Trb.Dry P.Daz.30308,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 8.5 Trb Dry Sil.Dazz 30310,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 8.5 Trb Dry W Daz 30309,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 8.5 Trb Dry Xtraa Grey 30352,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 8.5 Trb Dry Xtraa P.Dzl 30350,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace 8.5 Trb Dry Xtraa W Dzl 30351,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace XL 10.5 H Grap.Grey 30237,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace XL 10 DMIX G Dazzle 30355,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace XL 10 DMIX Grap Grey 30343,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace XL 11.5 DMIX Grap Grey 30348,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace XL 11 DMIX Grap Grey 30344,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace XL 11 Graphite Grey 30220,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace XL 12 DMIX Grap Grey 30349,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace XL 9.5 DMIX G Daz 30354,,no.,,Semi Automatic
Whirlpool,W/P W/M Ace XL 9.5 Grey Dazz 30342,,no.,,Semi Automatic
Whirlpool,W/P W/M Classic 6.5 Genx Grey 31465,,no.,,Automatic
Whirlpool,W/P W/M Classic 6.5 Genx R.Wine 31466,,no.,,Automatic
Whirlpool,W/P W/M Classic 7.0 Genx Grey 31598,,no.,,Automatic
Whirlpool,W/P W/M Classic 7.0 Genx Rosewood Wine 31607,,no.,,Automatic
Whirlpool,W/P W/M Hydrowash Elite 9.0 Mid.Grey 30312,,no.,,Semi Automatic
Whirlpool,W/P W/M Hydrowash Pr 8.5 M.Daz 30341,,no.,,Semi Automatic
Whirlpool,W/P W/M Premier Genx 7.5 Grey 31599,,no.,,Automatic
Whirlpool,W/P W/M Stainwash Pro H 7.5 Grey 10YMW 31556,,no.,,Automatic
Whirlpool,W/P W/M SW Pro H 7.5 Grey 31631,,no.,,Automatic
Whirlpool,W/P W/M SW Pro H 8.0 Grey 31635,,no.,,Automatic
Whirlpool,W/P W/M SW Pro H 8.0 Vel.Rose 31634,,no.,,Automatic
Whirlpool,W/P W/M SW Pro Pl H 8.5 Mid Grey 31639,,no.,,Automatic
Whirlpool,W/P WM SW Pro Pl H 8.5 Sil Mint 31640,,no.,,Automatic
Whirlpool,W/P W/M Whitemagic Elite 7.0 Grey 31683,,no.,,Automatic
Whirlpool,W/P W/M Whitemagic Elite 7.5 Grey 31370,,no.,,Automatic
Whirlpool,W/P W/M Whitemagic Elite 7.5 Grey 31621,,no.,,Automatic
Whirlpool,W/P WM Whitemagic Elite 7 Rosewood Wine 31685,,no.,,Automatic
Whirlpool,W/P W/M Whitemagic Elite Plus 7.0 Grey 31592,,no.,,Automatic
